className_funcName,doc
WmItemConsumeServiceImpl_updateWmItemConsume,"/**
     * 修改物料消耗记录
     * 
     * @param wmItemConsume 物料消耗记录
     * @return 结果
     */"
WmItemConsumeServiceImpl_deleteWmItemConsumeByRecordIds,"/**
     * 批量删除物料消耗记录
     * 
     * @param recordIds 需要删除的物料消耗记录主键
     * @return 结果
     */"
WmItemConsumeServiceImpl_deleteWmItemConsumeByRecordId,"/**
     * 删除物料消耗记录信息
     * 
     * @param recordId 物料消耗记录主键
     * @return 结果
     */"
WmSnServiceImpl_selectWmSnBySnId,"/**
     * 查询SN码
     * 
     * @param snId SN码主键
     * @return SN码
     */"
WmSnServiceImpl_selectWmSnList,"/**
     * 查询SN码列表
     * 
     * @param wmSn SN码
     * @return SN码
     */"
WmSnServiceImpl_insertWmSn,"/**
     * 新增SN码
     * 
     * @param wmSn SN码
     * @return 结果
     */"
WmSnServiceImpl_updateWmSn,"/**
     * 修改SN码
     * 
     * @param wmSn SN码
     * @return 结果
     */"
WmSnServiceImpl_deleteWmSnBySnIds,"/**
     * 批量删除SN码
     * 
     * @param snIds 需要删除的SN码主键
     * @return 结果
     */"
WmSnServiceImpl_deleteWmSnBySnId,"/**
     * 删除SN码信息
     * 
     * @param snId SN码主键
     * @return 结果
     */"
WmRtIssueLineServiceImpl_selectWmRtIssueLineByLineId,"/**
     * 查询生产退料单行
     * 
     * @param lineId 生产退料单行主键
     * @return 生产退料单行
     */"
WmRtIssueLineServiceImpl_selectWmRtIssueLineList,"/**
     * 查询生产退料单行列表
     * 
     * @param wmRtIssueLine 生产退料单行
     * @return 生产退料单行
     */"
WmRtIssueLineServiceImpl_insertWmRtIssueLine,"/**
     * 新增生产退料单行
     * 
     * @param wmRtIssueLine 生产退料单行
     * @return 结果
     */"
WmRtIssueLineServiceImpl_updateWmRtIssueLine,"/**
     * 修改生产退料单行
     * 
     * @param wmRtIssueLine 生产退料单行
     * @return 结果
     */"
WmRtIssueLineServiceImpl_deleteWmRtIssueLineByLineIds,"/**
     * 批量删除生产退料单行
     * 
     * @param lineIds 需要删除的生产退料单行主键
     * @return 结果
     */"
WmRtIssueLineServiceImpl_deleteWmRtIssueLineByLineId,"/**
     * 删除生产退料单行信息
     * 
     * @param lineId 生产退料单行主键
     * @return 结果
     */"
WmIssueLineServiceImpl_selectWmIssueLineByLineId,"/**
     * 查询生产领料单行
     * 
     * @param lineId 生产领料单行主键
     * @return 生产领料单行
     */"
WmIssueLineServiceImpl_selectWmIssueLineList,"/**
     * 查询生产领料单行列表
     * 
     * @param wmIssueLine 生产领料单行
     * @return 生产领料单行
     */"
WmIssueLineServiceImpl_insertWmIssueLine,"/**
     * 新增生产领料单行
     * 
     * @param wmIssueLine 生产领料单行
     * @return 结果
     */"
WmIssueLineServiceImpl_updateWmIssueLine,"/**
     * 修改生产领料单行
     * 
     * @param wmIssueLine 生产领料单行
     * @return 结果
     */"
WmIssueLineServiceImpl_deleteWmIssueLineByLineIds,"/**
     * 批量删除生产领料单行
     * 
     * @param lineIds 需要删除的生产领料单行主键
     * @return 结果
     */"
WmIssueLineServiceImpl_deleteWmIssueLineByLineId,"/**
     * 删除生产领料单行信息
     * 
     * @param lineId 生产领料单行主键
     * @return 结果
     */"
WmItemConsumeLineServiceImpl_selectWmItemConsumeLineByLineId,"/**
     * 查询物料消耗记录行
     * 
     * @param lineId 物料消耗记录行主键
     * @return 物料消耗记录行
     */"
WmItemConsumeLineServiceImpl_selectWmItemConsumeLineList,"/**
     * 查询物料消耗记录行列表
     * 
     * @param wmItemConsumeLine 物料消耗记录行
     * @return 物料消耗记录行
     */"
WmItemConsumeLineServiceImpl_insertWmItemConsumeLine,"/**
     * 新增物料消耗记录行
     * 
     * @param wmItemConsumeLine 物料消耗记录行
     * @return 结果
     */"
WmItemConsumeLineServiceImpl_updateWmItemConsumeLine,"/**
     * 修改物料消耗记录行
     * 
     * @param wmItemConsumeLine 物料消耗记录行
     * @return 结果
     */"
WmItemConsumeLineServiceImpl_deleteWmItemConsumeLineByLineIds,"/**
     * 批量删除物料消耗记录行
     * 
     * @param lineIds 需要删除的物料消耗记录行主键
     * @return 结果
     */"
WmItemConsumeLineServiceImpl_deleteWmItemConsumeLineByLineId,"/**
     * 删除物料消耗记录行信息
     * 
     * @param lineId 物料消耗记录行主键
     * @return 结果
     */"
WmTransactionServiceImpl_selectWmTransactionByTransactionId,"/**
     * 查询库存事务
     * 
     * @param transactionId 库存事务主键
     * @return 库存事务
     */"
WmTransactionServiceImpl_selectWmTransactionList,"/**
     * 查询库存事务列表
     * 
     * @param wmTransaction 库存事务
     * @return 库存事务
     */"
WmTransactionServiceImpl_insertWmTransaction,"/**
     * 新增库存事务
     * 
     * @param wmTransaction 库存事务
     * @return 结果
     */"
WmTransactionServiceImpl_updateWmTransaction,"/**
     * 修改库存事务
     * 
     * @param wmTransaction 库存事务
     * @return 结果
     */"
WmTransactionServiceImpl_deleteWmTransactionByTransactionIds,"/**
     * 批量删除库存事务
     * 
     * @param transactionIds 需要删除的库存事务主键
     * @return 结果
     */"
WmTransactionServiceImpl_deleteWmTransactionByTransactionId,"/**
     * 删除库存事务信息
     * 
     * @param transactionId 库存事务主键
     * @return 结果
     */"
WmStorageAreaServiceImpl_selectWmStorageAreaByAreaId,"/**
     * 查询库位设置
     * 
     * @param areaId 库位设置主键
     * @return 库位设置
     */"
WmStorageAreaServiceImpl_selectWmStorageAreaList,"/**
     * 查询库位设置列表
     * 
     * @param wmStorageArea 库位设置
     * @return 库位设置
     */"
WmStorageAreaServiceImpl_insertWmStorageArea,"/**
     * 新增库位设置
     * 
     * @param wmStorageArea 库位设置
     * @return 结果
     */"
WmStorageAreaServiceImpl_updateWmStorageArea,"/**
     * 修改库位设置
     * 
     * @param wmStorageArea 库位设置
     * @return 结果
     */"
WmStorageAreaServiceImpl_deleteWmStorageAreaByAreaIds,"/**
     * 批量删除库位设置
     * 
     * @param areaIds 需要删除的库位设置主键
     * @return 结果
     */"
WmStorageAreaServiceImpl_deleteWmStorageAreaByAreaId,"/**
     * 删除库位设置信息
     * 
     * @param areaId 库位设置主键
     * @return 结果
     */"
WmProductRecptServiceImpl_selectWmProductRecptByRecptId,"/**
     * 查询产品入库录
     * 
     * @param recptId 产品入库录主键
     * @return 产品入库录
     */"
WmProductRecptServiceImpl_selectWmProductRecptList,"/**
     * 查询产品入库录列表
     * 
     * @param wmProductRecpt 产品入库录
     * @return 产品入库录
     */"
WmProductRecptServiceImpl_insertWmProductRecpt,"/**
     * 新增产品入库录
     * 
     * @param wmProductRecpt 产品入库录
     * @return 结果
     */"
WmProductRecptServiceImpl_updateWmProductRecpt,"/**
     * 修改产品入库录
     * 
     * @param wmProductRecpt 产品入库录
     * @return 结果
     */"
WmProductRecptServiceImpl_deleteWmProductRecptByRecptIds,"/**
     * 批量删除产品入库录
     * 
     * @param recptIds 需要删除的产品入库录主键
     * @return 结果
     */"
WmProductRecptServiceImpl_deleteWmProductRecptByRecptId,"/**
     * 删除产品入库录信息
     * 
     * @param recptId 产品入库录主键
     * @return 结果
     */"
WmTransferLineServiceImpl_selectWmTransferLineByLineId,"/**
     * 查询转移单行
     * 
     * @param lineId 转移单行主键
     * @return 转移单行
     */"
WmTransferLineServiceImpl_selectWmTransferLineList,"/**
     * 查询转移单行列表
     * 
     * @param wmTransferLine 转移单行
     * @return 转移单行
     */"
WmTransferLineServiceImpl_insertWmTransferLine,"/**
     * 新增转移单行
     * 
     * @param wmTransferLine 转移单行
     * @return 结果
     */"
WmTransferLineServiceImpl_updateWmTransferLine,"/**
     * 修改转移单行
     * 
     * @param wmTransferLine 转移单行
     * @return 结果
     */"
WmTransferLineServiceImpl_deleteWmTransferLineByLineIds,"/**
     * 批量删除转移单行
     * 
     * @param lineIds 需要删除的转移单行主键
     * @return 结果
     */"
WmTransferLineServiceImpl_deleteWmTransferLineByLineId,"/**
     * 删除转移单行信息
     * 
     * @param lineId 转移单行主键
     * @return 结果
     */"
WmIssueHeaderServiceImpl_selectWmIssueHeaderByIssueId,"/**
     * 查询生产领料单头
     * 
     * @param issueId 生产领料单头主键
     * @return 生产领料单头
     */"
WmIssueHeaderServiceImpl_selectWmIssueHeaderList,"/**
     * 查询生产领料单头列表
     * 
     * @param wmIssueHeader 生产领料单头
     * @return 生产领料单头
     */"
WmIssueHeaderServiceImpl_insertWmIssueHeader,"/**
     * 新增生产领料单头
     * 
     * @param wmIssueHeader 生产领料单头
     * @return 结果
     */"
WmIssueHeaderServiceImpl_updateWmIssueHeader,"/**
     * 修改生产领料单头
     * 
     * @param wmIssueHeader 生产领料单头
     * @return 结果
     */"
WmIssueHeaderServiceImpl_deleteWmIssueHeaderByIssueIds,"/**
     * 批量删除生产领料单头
     * 
     * @param issueIds 需要删除的生产领料单头主键
     * @return 结果
     */"
WmIssueHeaderServiceImpl_deleteWmIssueHeaderByIssueId,"/**
     * 删除生产领料单头信息
     * 
     * @param issueId 生产领料单头主键
     * @return 结果
     */"
WmProductSalseLineController_list,"/**
     * 查询产品销售出库行列表
     */"
WmProductSalseLineController_export,"/**
     * 导出产品销售出库行列表
     */"
WmProductSalseLineController_getInfo,"/**
     * 获取产品销售出库行详细信息
     */"
WmProductSalseLineController_add,"/**
     * 新增产品销售出库行
     */"
WmProductSalseLineController_edit,"/**
     * 修改产品销售出库行
     */"
WmProductSalseLineController_remove,"/**
     * 删除产品销售出库行
     */"
WmTransferController_list,"/**
     * 查询转移单列表
     */"
WmTransferController_export,"/**
     * 导出转移单列表
     */"
WmTransferController_getInfo,"/**
     * 获取转移单详细信息
     */"
WmTransferController_add,"/**
     * 新增转移单
     */"
WmTransferController_edit,"/**
     * 修改转移单
     */"
WmTransferController_remove,"/**
     * 删除转移单
     */"
WmTransferController_execute,"/**
     * 执行退货
     */"
WmWarehouseController_list,"/**
     * 查询仓库设置列表
     */"
WmWarehouseController_getTreeList,"/**
     * 查询树型的列表
     * @return
     */"
WmWarehouseController_export,"/**
     * 导出仓库设置列表
     */"
WmWarehouseController_getInfo,"/**
     * 获取仓库设置详细信息
     */"
WmWarehouseController_add,"/**
     * 新增仓库设置
     */"
WmWarehouseController_edit,"/**
     * 修改仓库设置
     */"
WmWarehouseController_remove,"/**
     * 删除仓库设置
     */"
WmTransferLineController_list,"/**
     * 查询转移单行列表
     */"
WmTransferLineController_export,"/**
     * 导出转移单行列表
     */"
WmTransferLineController_getInfo,"/**
     * 获取转移单行详细信息
     */"
WmTransferLineController_add,"/**
     * 新增转移单行
     */"
WmTransferLineController_edit,"/**
     * 修改转移单行
     */"
WmTransferLineController_remove,"/**
     * 删除转移单行
     */"
WmIssueLineController_list,"/**
     * 查询生产领料单行列表
     */"
WmIssueLineController_export,"/**
     * 导出生产领料单行列表
     */"
WmIssueLineController_getInfo,"/**
     * 获取生产领料单行详细信息
     */"
WmIssueLineController_add,"/**
     * 新增生产领料单行
     */"
WmIssueLineController_edit,"/**
     * 修改生产领料单行
     */"
WmIssueLineController_remove,"/**
     * 删除生产领料单行
     */"
WmBarcodeController_list,"/**
     * 查询条码清单列表
     */"
WmBarcodeController_export,"/**
     * 导出条码清单列表
     */"
WmBarcodeController_getInfo,"/**
     * 获取条码清单详细信息
     */"
WmBarcodeController_add,"/**
     * 新增条码清单
     */"
WmBarcodeController_edit,"/**
     * 修改条码清单
     */"
WmBarcodeController_remove,"/**
     * 删除条码清单
     */"
WmBarcodeConfigController_list,"/**
     * 查询条码配置列表
     */"
WmBarcodeConfigController_export,"/**
     * 导出条码配置列表
     */"
WmBarcodeConfigController_getInfo,"/**
     * 获取条码配置详细信息
     */"
WmBarcodeConfigController_add,"/**
     * 新增条码配置
     */"
WmBarcodeConfigController_edit,"/**
     * 修改条码配置
     */"
WmBarcodeConfigController_remove,"/**
     * 删除条码配置
     */"
WmRtSalseLineController_list,"/**
     * 查询产品销售退货行列表
     */"
WmRtSalseLineController_export,"/**
     * 导出产品销售退货行列表
     */"
WmRtSalseLineController_getInfo,"/**
     * 获取产品销售退货行详细信息
     */"
